0,0,7696,1
0,0,492,1
0,0,530,1
118,3,3037,1
0,0,5119,1
0,0,3175,1
0,0,4566,1
0,0,3464,1
0,0,3433,1
0,0,639,1
0,0,417,1
122,3,201,1
272,6,671,1
164,2,1168,1
389,5,574,1
48,1,5013,1
0,0,560,1
97,2,950,1
58,1,3043,1
55,1,1315,1
160,3,885,1
128,3,4359,1
441,8,1008,1
217,5,2193,1
212,5,468,1
146,4,2344,1
177,5,3588,1
143,4,1744,1
108,2,1173,1
65,1,1722,1
0,0,6162,1
0,0,1415,1
98,3,1774,1
560,11,902,1
303,6,5735,1
111,1,3100,1
206,5,1413,1
62,1,1877,1
405,5,844,1
275,5,345,1
444,9,1158,1
92,2,2133,1
49,1,298,1
92,2,2133,1
326,5,2282,1
121,2,4629,1
83,1,2554,1
217,3,1538,1
210,3,1268,1
121,2,4629,1
558,6,3143,1
36,1,0,1
342,5,1184,1
128,2,1331,1
268,4,1033,1
49,1,298,1
83,1,2554,1
424,7,2366,1
424,7,2041,1
0,0,5360,1
0,0,4921,1
33,1,243,1
0,0,5568,2
168,2,6132,2
233,5,4313,2
64,1,428,2
34,1,4332,2
0,0,5000,2
210,3,1739,2
140,3,2764,2
95,3,1705,2
230,5,164,2
120,2,532,2
259,5,3262,2
0,0,2252,2
0,0,2615,2
0,0,1655,2
243,4,2401,2
171,3,1648,2
244,4,1618,2
229,6,1327,2
0,0,1504,2
0,0,208,2
0,0,2567,2
65,1,833,2
0,0,3455,2
0,0,1374,2
252,3,1664,2
0,0,2040,2
570,3,0,2
174,3,1716,2
87,1,457,2
384,5,1325,2
0,0,3286,2
0,0,4652,2
0,0,719,2
271,5,1634,2
207,5,4515,2
61,1,4037,2
214,2,1128,2
367,6,823,2
172,2,1818,2
721,6,1310,2
101,1,4816,2
319,4,3129,2
432,7,562,2
610,9,2085,2
1726,9,1765,2
652,7,3738,2
0,0,4360,2
83,1,519,2
104,2,1144,2
0,0,2527,2
1130,5,2244,2
100,2,387,2
0,0,82,2
152,2,2327,2
80,1,2590,2
0,0,2358,2
0,0,9075,2
0,0,5231,2
234,3,2304,2
0,0,3820,2
524,9,2467,2
0,0,487,2
0,0,647,2
0,0,4311,2
143,2,4684,2
0,0,2806,2
122,2,301,2
146,4,401,2
316,4,930,2
417,9,1517,2
999,13,626,2
531,4,2071,2
345,5,28,2
418,7,6621,2
275,2,5655,2
0,0,6720,2
590,8,2123,2
681,12,3745,2
134,2,3414,2
61,2,1585,2
0,0,373,2
0,0,1629,2
0,0,1629,2
146,3,4409,2
96,3,4446,2
806,16,4349,2
849,11,890,2
117,2,1975,2
297,3,2672,2
30,1,655,2
171,2,2999,2
299,2,5189,2
841,7,753,2
39,1,0,2
310,5,365,2
0,0,408,2
0,0,2784,2
0,0,2379,2
0,0,1337,2
44,1,2251,2
207,3,3407,2
0,0,2571,2
0,0,2083,2
69,1,62,2
0,0,260,2
0,0,1175,2
0,0,761,2
943,10,7873,2
1478,11,6853,2
0,0,1211,2
0,0,1879,2
195,4,679,2
0,0,1751,2
322,5,1550,2
179,3,3877,2
0,0,1458,2
40,1,1302,2
0,0,2546,2
87,2,3154,2
640,10,7147,2
233,5,3233,2
297,6,5726,2
415,5,3062,2
0,0,6930,2
62,2,1106,2
534,3,650,2
0,0,282,2
261,6,3888,2
563,9,4639,2
0,0,2939,2
247,2,288,2
0,0,804,2
0,0,1346,2
225,5,463,2
609,14,1024,2
85,2,2857,2
184,3,732,2
0,0,823,2
231,5,1094,2
154,2,3338,2
782,12,765,2
514,6,4811,2
108,2,11,2
194,3,1432,2
235,3,3807,2
0,0,1003,2
0,0,1181,2
73,1,1099,2
46,1,1267,2
269,4,6061,3
82,1,5536,3
762,8,210,3
55,1,500,3
353,3,2111,3
1436,8,2611,3
1796,26,5036,3
2946,28,1786,3
6120,42,3181,3
5234,48,6306,3
133,3,5391,3
782,10,5118,3
2042,25,11949,3
0,0,2493,3
3818,38,4933,3
3385,33,6334,3
89,2,5064,3
133,2,5929,3
471,4,70,3
291,3,985,3
911,15,5435,3
711,10,2618,3
463,6,417,3
984,8,2021,3
919,7,625,3
1329,15,2686,3
1323,8,2970,3
121,2,1252,3
91,1,473,3
105,3,1679,3
240,3,1374,3
157,3,792,3
140,1,0,3
31,1,516,3
726,9,535,3
805,5,702,3
550,7,5869,3
1362,14,1173,3
1290,8,1013,3
599,12,4187,3
266,6,486,3
1287,13,3627,3
892,16,2545,3
123,3,1387,3
0,0,1955,3
433,4,847,3
171,4,1358,3
418,6,2728,3
2335,12,3048,3
2283,24,2147,3
948,14,2435,3
268,4,3566,3
1380,14,8616,3
1260,12,2867,3
2408,21,5569,3
690,9,11449,3
1442,7,10791,3
1036,5,842,3
2058,19,3208,3
679,11,3784,3
1971,15,156,3
460,2,6043,3
152,1,2134,3
817,11,1125,3
1485,14,1779,3
195,4,196,3
2276,17,911,3
1176,16,10813,3
4235,37,5065,3
2859,24,5317,3
424,5,1579,3
58,1,1947,3
293,4,4898,3
1990,12,9272,3
4639,46,1210,3
10050,69,1358,3
0,0,1961,3
1765,10,3789,3
123,3,20,3
0,0,185,3
756,11,1413,3
156,3,662,3
423,8,298,3
992,12,7655,3
72,1,3258,3
57,1,4231,3
1617,17,3591,3
5103,46,6124,3
2155,17,128,3
785,7,3565,3
386,4,4900,3
3156,24,1373,3
153,3,6728,3
540,8,8840,3
120,3,343,3
0,0,2822,3
1379,13,2378,3
3455,32,1033,3
4528,29,3832,3
1448,18,1490,3
0,0,2163,3
0,0,5696,3
0,0,11060,3
0,0,3227,3
0,0,1989,3
0,0,7373,3
315,5,3356,3
402,5,1035,3
444,7,4726,3
218,3,2549,3
69,2,1892,3
5873,36,119,3
7627,40,291,3
1050,18,2424,3
2771,15,7061,3
0,0,3669,3
0,0,2420,3
0,0,161,3
285,5,5477,3
241,5,3264,3
0,0,4442,3
0,0,3692,3
1457,12,1731,3
596,5,2867,3
3432,22,9278,3
2009,16,7882,3
1548,9,518,3
1405,13,2013,3
839,14,1895,3
951,12,4188,3
440,7,2132,3
652,2,761,3
3152,24,1400,3
0,0,1808,3
0,0,2441,3
1938,8,2851,3
293,2,1442,3
575,2,2999,3
0,0,820,3
898,11,3539,3
1663,26,8429,3
542,8,189,3
575,9,4150,3
225,4,4127,3
1790,17,2800,3
1890,21,305,3
4081,40,755,3
481,10,4431,3
622,7,3095,3
0,0,3517,3
